instid;en_name;cat;journalnumb;n;jf;jfxpub
366;Department of Computer Science and Engineering (Chalmers);MULTIDISCIPLINARY SCIENCES;2;2;1.034;2.068
366;Department of Computer Science and Engineering (Chalmers);COMPUTER SCIENCE, CYBERNETICS;1;1;1.025;1.025
366;Department of Computer Science and Engineering (Chalmers);ERGONOMICS;1;1;1.025;1.025
366;Department of Computer Science and Engineering (Chalmers);AUTOMATION & CONTROL SYSTEMS;1;2;1.001;2.002
366;Department of Computer Science and Engineering (Chalmers);BIOCHEMISTRY & MOLECULAR BIOLOGY;4;5;0.933;4.665
366;Department of Computer Science and Engineering (Chalmers);ENGINEERING, ELECTRICAL & ELECTRONIC;15;23;0.929;21.367
366;Department of Computer Science and Engineering (Chalmers);TELECOMMUNICATIONS;6;8;0.850;6.800
366;Department of Computer Science and Engineering (Chalmers);TRANSPORTATION SCIENCE & TECHNOLOGY;1;1;0.840;0.840
366;Department of Computer Science and Engineering (Chalmers);COMPUTER SCIENCE, SOFTWARE ENGINEERING;27;84;0.824;69.216
366;Department of Computer Science and Engineering (Chalmers);MATHEMATICS;3;4;0.808;3.232
366;Department of Computer Science and Engineering (Chalmers);COMPUTER SCIENCE, THEORY & METHODS;13;33;0.804;26.532
366;Department of Computer Science and Engineering (Chalmers);DEVELOPMENTAL BIOLOGY;1;1;0.791;0.791
366;Department of Computer Science and Engineering (Chalmers);REPRODUCTIVE BIOLOGY;1;1;0.791;0.791
366;Department of Computer Science and Engineering (Chalmers);COMPUTER SCIENCE, HARDWARE & ARCHITECTURE;13;22;0.788;17.336
366;Department of Computer Science and Engineering (Chalmers);LOGIC;1;2;0.634;1.268
366;Department of Computer Science and Engineering (Chalmers);COMPUTER SCIENCE, INFORMATION SYSTEMS;10;15;0.625;9.375
366;Department of Computer Science and Engineering (Chalmers);MATHEMATICS, APPLIED;4;7;0.569;3.983
366;Department of Computer Science and Engineering (Chalmers);OPERATIONS RESEARCH & MANAGEMENT SCIENCE;2;2;0.519;1.038
366;Department of Computer Science and Engineering (Chalmers);COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE;3;5;0.503;2.515
366;Department of Computer Science and Engineering (Chalmers);CARDIAC & CARDIOVASCULAR SYSTEMS;1;1;0.435;0.435
366;Department of Computer Science and Engineering (Chalmers);PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;1;2;0.121;0.242
366;Department of Computer Science and Engineering (Chalmers);EDUCATION, SCIENTIFIC DISCIPLINES;1;1;0.093;0.093
367;Department of Architecture;ENERGY & FUELS;1;1;1.921;1.921
367;Department of Architecture;ENGINEERING, ENVIRONMENTAL;1;1;1.450;1.450
367;Department of Architecture;URBAN STUDIES;2;2;1.069;2.138
367;Department of Architecture;ENGINEERING, CHEMICAL;2;3;0.915;2.745
367;Department of Architecture;GEOGRAPHY;1;1;0.861;0.861
367;Department of Architecture;CONSTRUCTION & BUILDING TECHNOLOGY;3;3;0.857;2.571
367;Department of Architecture;EDUCATION & EDUCATIONAL RESEARCH;1;1;0.787;0.787
367;Department of Architecture;ENVIRONMENTAL SCIENCES;2;4;0.630;2.520
367;Department of Architecture;ARCHITECTURE;1;1;0.479;0.479
367;Department of Architecture;ENGINEERING, CIVIL;1;1;0.479;0.479
